nama_tempat_wisata,kategori,preferensi,kecamatan,kabupaten_kota,rating,jumlah_rating,link,latitude,longitude,link_gambar
Gunung Peyek,Alam,Wisata Alam,Kemang,Kabupaten Bogor,4.1,973.0,https://www.google.com/maps/place/Gunung+Peyek/data=!4m7!3m6!1s0x2e69e7ca74e50061:0xcbf99717364c997c!8m2!3d-6.4298752!4d106.7000962!16s%2Fg%2F11b6y_2ns6!19sChIJYQDldMrnaS4RfJlMNheX-cs?authuser=0&hl=id&rclk=1,-6.4298752,106.7000962,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyRj-NXbPo3aPKsAvFkuqYj_ddmF65qbGx9RGKc35CD5D4Py-DQhFgjTmdpZXdDHb-hjHf0GuCU_U30m9NVTfyRvJl-uLkkTy1Hp8h3mT3auQxzWYnabcCQ50pjTQqgEeGx9SVG=w1200-h800
"Setu Lebak Wangi, Desa Wisata Pamegarsari",Umum,Lainnya,Kemang,Kabupaten Bogor,4.4,838.0,"https://www.google.com/maps/place/Setu+Lebak+Wangi,+Desa+Wisata+Pamegarsari/data=!4m7!3m6!1s0x2e69e87a9f6c9b89:0xa063d2a9e34e2ac9!8m2!3d-6.4370595!4d106.7317174!16s%2Fg%2F11ddwzl5mq!19sChIJiZtsn3roaS4RySpO46nSY6A?authuser=0&hl=id&rclk=1",-6.4370595,106.7317174,https://lh3.googleusercontent.com/p/AF1QipNSUoqEGr1yvk6-0V2FMYCQwCsrxHr1LB3YDDA4=w1200-h800
BTS (Bubulak Tepi Sawah) Wisata Keluarga Bogor Terlengkap,Rekreasi,Wisata Rekreasi,Kemang,Kabupaten Bogor,4.5,1456.0,https://www.google.com/maps/place/BTS+%28Bubulak+Tepi+Sawah%29+Wisata+Keluarga+Bogor+Terlengkap/data=!4m7!3m6!1s0x2e69c5816f4f9aaf:0x6f76465f31e5f76d!8m2!3d-6.5661345!4d106.7510968!16s%2Fg%2F11rrpqrs1g!19sChIJr5pPb4HFaS4RbfflMV9Gdm8?authuser=0&hl=id&rclk=1,-6.5661345,106.7510968,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhwM8y0aEAMFSw1Q5g37bHRZFSWEBu32RhpG5d2iXtv4F2eAzWaLBIXHqrg8CtfFurnczIyf5mZ-0jBYdQaH-0rVFV5TIxjw_tnQpd1bRh-s7lW95B5H4nAHPUT1K4dZSvkzf9=w1200-h800
Setu Salabenda,Umum,Lainnya,Kemang,Kabupaten Bogor,4.3,124.0,https://www.google.com/maps/place/Setu+Salabenda/data=!4m7!3m6!1s0x2e69c3120948d629:0x858bbef5d869b9b1!8m2!3d-6.5228083!4d106.7579826!16s%2Fg%2F11c3ts9rtc!19sChIJKdZICRLDaS4Rsblp2PW-i4U?authuser=0&hl=id&rclk=1,-6.5228083,106.7579826,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyQjdgbeFO6RkLnEs8lRREbDWqy_pgG1jg5Qq6dzkctgPJ3BQrZMFzNwxLO-naxpnPjd5C5aP1FT6jNpceKdLQXu9itHrvPmGEm3cPmVoneHCnu-ZyMIXh7bGxnnaaLTbQNa-9rIA=w1200-h800
LEMBAH CISADANE,Alam,Wisata Alam,Kemang,Kabupaten Bogor,4.2,1396.0,https://www.google.com/maps/place/LEMBAH+CISADANE/data=!4m7!3m6!1s0x2e69e7dcaf17a893:0x6faeec6f43b2d028!8m2!3d-6.4688249!4d106.6648125!16s%2Fg%2F11fl1xc3ml!19sChIJk6gXr9znaS4RKNCyQ2_srm8?authuser=0&hl=id&rclk=1,-6.4688249,106.6648125,https://lh3.googleusercontent.com/p/AF1QipNyjig7u7NoYzbU12isFcFkzTKANXlKU98bbg9j=w1200-h800
Sumber Karya Indah - SKI Bogor,Umum,Lainnya,Kemang,Kabupaten Bogor,4.3,4530.0,https://www.google.com/maps/place/Sumber+Karya+Indah+-+SKI+Bogor/data=!4m7!3m6!1s0x2e69c8a7cbce7c0b:0x76b9cd3f29564509!8m2!3d-6.6217646!4d106.8214054!16s%2Fg%2F1pzqkpmdz!19sChIJC3zOy6fIaS4RCUVWKT_NuXY?authuser=0&hl=id&rclk=1,-6.6217646,106.8214054,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCgMWtiBmDkbu3ln6ufAw9Bo7YjlNOVnt7qOe1NHST4hpMU3HMK7eP8UTUk_MEcoxzIdLmEd08yUUKiLNKrQcr1yBFDR4WHWf6m7R0--wib2StDEnJceKQsqPKHgcpn1_8dfIp=w1200-h800
Sun Water Park Kahuripan,Rekreasi,Wisata Rekreasi,Kemang,Kabupaten Bogor,4.3,2358.0,https://www.google.com/maps/place/Sun+Water+Park+Kahuripan/data=!4m7!3m6!1s0x2e69dd4131ff6863:0xb0ad94d201cbe1fe!8m2!3d-6.4845923!4d106.7053131!16s%2Fg%2F11bx1q8dz7!19sChIJY2j_MUHdaS4R_uHLAdKUrbA?authuser=0&hl=id&rclk=1,-6.4845923,106.7053131,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwiQ0VL_iIhwHEJSfDb-2jgevEzSiL9Ojwuh3eWwB6fn9EsM5FHhQDTWAopyFaa9DiGqywbnOaulgUA3O791n8uIzLguh6lTXc8Qfz8Km74mulZXlnn1VLY4Z-FrEKvFmREEVnsxQ=w1200-h800
Batoo Farm Adventure,Rekreasi,Wisata Rekreasi,Kemang,Kabupaten Bogor,4.9,1740.0,https://www.google.com/maps/place/Batoo+Farm+Adventure/data=!4m7!3m6!1s0x2e69ddfc4ff7a2b9:0x5cefd6194f9cccd1!8m2!3d-6.4946727!4d106.6803461!16s%2Fg%2F11l68tzwy9!19sChIJuaL3T_zdaS4R0cycTxnW71w?authuser=0&hl=id&rclk=1,-6.4946727,106.6803461,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxSKY7v1LaDjm3ZABJ1K6vEiI76NABH2vNESlS702Y1MfKUYp9g3rV7OKgtZZsI3XnUQj451o_Q2LfypNfOD11r7R1u4NPqfS3eIceBHIatN93Dcz-O61olLlh6LiQ13WJKHlFR0A=w1200-h800
Taman Kaulinan,Alam,Wisata Alam,Kemang,Kabupaten Bogor,4.6,1997.0,https://www.google.com/maps/place/Taman+Kaulinan/data=!4m7!3m6!1s0x2e69c5cc0032dd3f:0xc0cf32c67d70a8ea!8m2!3d-6.5921584!4d106.8003088!16s%2Fg%2F11c32m2qvh!19sChIJP90yAMzFaS4R6qhwfcYyz8A?authuser=0&hl=id&rclk=1,-6.5921584,106.8003088,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzrJcP88yHpm4KpfHnuswJR_i8t0QraQcNuKuz93hdG_I4PRfrKHzvRfbIU7p93EQMiSWCZyKX_ufqU0D29xrVsUNd7-XVGQ-Ifwse8XOVfcHX_H_y9HD6W_zse4uJELJxSKOcZQ=w1200-h800
Sapadia outbound,Rekreasi,Wisata Rekreasi,Kemang,Kabupaten Bogor,4.4,343.0,https://www.google.com/maps/place/Sapadia+outbound/data=!4m7!3m6!1s0x2e69e944e82850d1:0xbbcde6b2d1467cb6!8m2!3d-6.4383315!4d106.733833!16s%2Fg%2F11nnpjttbw!19sChIJ0VAo6ETpaS4RtnxG0bLmzbs?authuser=0&hl=id&rclk=1,-6.4383315,106.733833,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwMTwPaDNsd3XSqbmuIX_11N8VIM5opuRxa6e-z429U3lNoX3GNnmeffKrC-2PdWyNcFIscNy1B0hFxFxUyqD447CJacvp6EFgzdnNVMwNk9ZuvPIefKWEtKW6888nhYiqQ0niAFg=w1200-h800
Kampung Wisata Djampang,Budaya,Wisata Budaya & Edukasi,Kemang,Kabupaten Bogor,4.4,169.0,https://www.google.com/maps/place/Kampung+Wisata+Djampang/data=!4m7!3m6!1s0x2e69c2ac45b3138b:0xf0d3c72d44a724d3!8m2!3d-6.4732414!4d106.7288187!16s%2Fg%2F11g9drvzzx!19sChIJixOzRazCaS4R0ySnRC3H0_A?authuser=0&hl=id&rclk=1,-6.4732414,106.7288187,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw64XjNJbGGpxDozWG__WnkXc_5k1zw7SAJuAU1wuGd6TyoCRUoCoHaUWqT9TXPdHZrURJk_M9NY5HNufOycfnjNiEdM4qOC3EjqvGmBGGeTpUmf8JnLMc2qpdExbHKdtrVRbrLnQ=w1200-h800
Wisata Jembatan Gantung Rawayan Bogor,Umum,Lainnya,Kemang,Kabupaten Bogor,4.6,173.0,https://www.google.com/maps/place/Wisata+Jembatan+Gantung+Rawayan+Bogor/data=!4m7!3m6!1s0x2e69dde4946d22a3:0xbaa4717fc76b3b3f!8m2!3d-6.5280797!4d106.6934433!16s%2Fg%2F11rpd9t4hw!19sChIJoyJtlOTdaS4RPztrx39xpLo?authuser=0&hl=id&rclk=1,-6.5280797,106.6934433,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfj8hsr5L6tbY03KQSMb2YeBGVhGT2zpy8PX5g-tKtmgyx610HLvepmmuzDYHELJtoJP9kgeLCHVLBF0puKCJf-t1Dl06HO1sTJV2VD6MPXB697704uCf-SmrvPrPsZ8r1bVr0=w1200-h800
Taman Pinus Bilabong,Alam,Wisata Alam,Kemang,Kabupaten Bogor,4.5,1884.0,https://www.google.com/maps/place/Taman+Pinus+Bilabong/data=!4m7!3m6!1s0x2e69c3457601095d:0x6d5a62ff4bd5266d!8m2!3d-6.5061181!4d106.7694829!16s%2Fg%2F11hzl_4fm6!19sChIJXQkBdkXDaS4RbSbVS_9iWm0?authuser=0&hl=id&rclk=1,-6.5061181,106.7694829,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyXA9lEC6shsNPBWE8_PsVZDUoCinnzY_0k2LvZjVQt8Iy4c0zZlkVtcw6P28UcUKkEmMNZSkI7RM7IPMs2FW77oCQnKOwjv0PkYrQ2kP2FhXBa4cPCRTdEx5OfNF2Z7NS2Iqc=w1200-h800
Marcopolo Water Adventure Bogor,Umum,Lainnya,Kemang,Kabupaten Bogor,4.5,7110.0,https://www.google.com/maps/place/Marcopolo+Water+Adventure+Bogor/data=!4m7!3m6!1s0x2e69c384e7c466b3:0x1d98d777db19c08f!8m2!3d-6.5475252!4d106.7826826!16s%2Fg%2F11b86vqg83!19sChIJs2bE54TDaS4Rj8AZ23fXmB0?authuser=0&hl=id&rclk=1,-6.5475252,106.7826826,https://lh3.googleusercontent.com/p/AF1QipNvxYjyv41oRW1OmJYsRRH3ezZIirB1YZMf2llp=w1200-h800
Air Terjun Curug Nangka,Alam,Wisata Alam,Kemang,Kabupaten Bogor,4.3,7509.0,https://www.google.com/maps/place/Air+Terjun+Curug+Nangka/data=!4m7!3m6!1s0x2e69cfd5ab533c53:0xf6427641a4bf1129!8m2!3d-6.6690656!4d106.7264075!16s%2Fg%2F122cz8vh!19sChIJUzxTq9XPaS4RKRG_pEF2QvY?authuser=0&hl=id&rclk=1,-6.6690656,106.7264075,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyrkFzCgTcAAiGI3u7eh7quLUWNf87iX1KeOZmQqDN72__-lYrUbxU4Nzz_04Aiwn6GXcKIMbOoQfDSjAICyUz1hYFx0QuzXW_lF-OWiMA7Wy6cIecS8B6UKoWX4m80-e8OHv6wJQ=w1200-h800
Wisata Alam Goa Lalay,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.4,1474.0,https://www.google.com/maps/place/Wisata+Alam+Goa+Lalay/data=!4m7!3m6!1s0x2e69bf39eb7db475:0xac8d10da60cac527!8m2!3d-6.4695462!4d106.9626687!16s%2Fg%2F11fwc6ky0l!19sChIJdbR96zm_aS4RJ8XKYNoQjaw?authuser=0&hl=id&rclk=1,-6.4695462,106.9626687,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxKIzwc4qRHfegj8RJKGp40AK06wLOzLTbL3dcziXgqxa905T_rXTq9p06S364hb05HlXMuQ8TDPvanoiAmiqHd3McIeTbi94q3rS1Adp8HEg-48qpWGGR_9xQLgHq9fqgMuIvd=w1200-h800
Wisata Pesona Alam Pulekan,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.5,171.0,https://www.google.com/maps/place/Wisata+Pesona+Alam+Pulekan/data=!4m7!3m6!1s0x2e69952f7cb6ec93:0x1aeb912e8e6f0f91!8m2!3d-6.4564433!4d106.9156006!16s%2Fg%2F11qnybv_pm!19sChIJk-y2fC-VaS4RkQ9vji6R6xo?authuser=0&hl=id&rclk=1,-6.4564433,106.9156006,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxx5UISWNPkHoUvsHb-fWfb8JmYvYFOue5a0K-yEMbFtz99OO82eeH5qlWsUkxn2_USwmzciQ6U9ft15nOKVd95GBzZZ4srr_Tl1tp1mPzjAXhdqaQ8fCtYOlt691xpgSdisqXt=w1200-h800
Wonderful Jonggol,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.2,130.0,https://www.google.com/maps/place/Wonderful+Jonggol/data=!4m7!3m6!1s0x2e69bded496f69df:0x6dbaa6a567cf059e!8m2!3d-6.5139676!4d107.0113866!16s%2Fg%2F11qbqv1qc9!19sChIJ32lvSe29aS4RngXPZ6Wmum0?authuser=0&hl=id&rclk=1,-6.5139676,107.0113866,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwqMdDKsBgPAD5ViReT5r7Enp1Ghx8hOs8H6ZAAW1355LNHCAjOa3lBwcL0noLz6clh9wUp-8Ui9M7hu8M8fr1kR69RmzW_sXe1ladD0ptxl_JlnvfLrnsMoL7W-LITMyy74bhA-g=w1200-h800
Bukit Cioray Bogor Timur,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.5,107.0,https://www.google.com/maps/place/Bukit+Cioray+Bogor+Timur/data=!4m7!3m6!1s0x2e69bfcca439ee8b:0xe8873969be6276c2!8m2!3d-6.524373!4d106.960012!16s%2Fg%2F11jp29vxwp!19sChIJi-45pMy_aS4RwnZivmk5h-g?authuser=0&hl=id&rclk=1,-6.524373,106.960012,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw4-kKZWtqvZCgPL_77EcrL-AX826534L7Iz5AbBr7HhksoloB59Y0phyn6JZO38tOKhInjeiExn_5YsYeogZp3yT9mOSW07zGVQMAMyszWE_SoNLuHWoAgaTgXkvtF7BUCCUAeMg=w1200-h800
Grand Kahuripan,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.6,964.0,https://www.google.com/maps/place/Grand+Kahuripan/data=!4m7!3m6!1s0x2e69951cb97f5977:0xf05118a41079146e!8m2!3d-6.4523349!4d106.958463!16s%2Fg%2F11j0bz7wnb!19sChIJd1l_uRyVaS4RbhR5EKQYUfA?authuser=0&hl=id&rclk=1,-6.4523349,106.958463,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzq7zyqw7xOfsyMqQpwd5fM8LvYKbIHeKLjYxSxTJfCJ5t9NhqJSbqiLQ7Cd5oZyQuUdfPb24gSql2wVIZ5HzfuB7b48qo33BqdCk-Sat70eVjNYhU2OiR41EXZfw117DndRXaK=w1200-h800
Kebun Wisata Pasirmukti,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.2,2210.0,https://www.google.com/maps/place/Kebun+Wisata+Pasirmukti/data=!4m7!3m6!1s0x2e69c67606fceea9:0x1505e516656a281e!8m2!3d-6.5116341!4d106.904573!16s%2Fg%2F1thqd51f!19sChIJqe78BnbGaS4RHihqZRblBRU?authuser=0&hl=id&rclk=1,-6.5116341,106.904573,https://lh3.googleusercontent.com/p/AF1QipMbDF2B1Z4uPD_nqQlUgLJOFwpIg_O8AlMkIpB0=w1200-h800
TAMAN WISATA SIGANTANG,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.4,249.0,https://www.google.com/maps/place/TAMAN+WISATA+SIGANTANG/data=!4m7!3m6!1s0x2e69bf7098c5ba97:0x292a150fad7dc937!8m2!3d-6.460724!4d106.9161454!16s%2Fg%2F11qbv6nkvq!19sChIJl7rFmHC_aS4RN8l9rQ8VKik?authuser=0&hl=id&rclk=1,-6.460724,106.9161454,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzW3PWhEdqfMsnu0szRQjr4ou-0mqdAfBFTyGsJx_MhttQSv3vLEQIArnJCRjW2xQou2o7IGqmgoTMcLhy9r4WImGfz-cSVLxTpHfYU27B1uHcYPijl3krE_SYDyrM4JxLX6Wz57A=w1200-h800
Citra Indah Waterpark,Rekreasi,Wisata Rekreasi,Klapanunggal,Kabupaten Bogor,4.4,2755.0,https://www.google.com/maps/place/Citra+Indah+Waterpark/data=!4m7!3m6!1s0x2e69bd9cf0a376fb:0x4b0b9c1b27e7ea2b!8m2!3d-6.4471806!4d107.0350489!16s%2Fg%2F1tn_wrtd!19sChIJ-3aj8Jy9aS4RK-rnJxucC0s?authuser=0&hl=id&rclk=1,-6.4471806,107.0350489,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzBs4OsIEum7Na8YI-MUztxRRyWtNB9sps-l-3nQ2ClLzczeOjKI8X4H7U8hBWF3-ifg9GC4_isZF7K7wID9vViLY49MO_0aUTSTlBBMZzPDjRqZY-tj7PuclwEzyKmgPXa--q8=w1200-h800
Curug Citeureup Asri,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.3,376.0,https://www.google.com/maps/place/Curug+Citeureup+Asri/data=!4m7!3m6!1s0x2e69c1bcfc48e9e7:0x1b9d14cbd5137b81!8m2!3d-6.504016!4d106.908942!16s%2Fg%2F11g0mn_970!19sChIJ5-lI_LzBaS4RgXsT1csUnRs?authuser=0&hl=id&rclk=1,-6.504016,106.908942,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxpBlb6whi7EOxQXpM_VBs5KVYnv5kJ4wmawWYB3iUPZs11VU176ahagCZpwUIANDL3pECFYIR5Hdc85SlFBomZ9XJgvj7JK00WhCyFzRi_M7fcmofIz9BhwBFyGKfPq44-sq7M=w1200-h800
Telaga Wisata Citra Indah City,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.1,378.0,https://www.google.com/maps/place/Telaga+Wisata+Citra+Indah+City/data=!4m7!3m6!1s0x2e69963c7da73bc1:0x855b458ff08dc1c9!8m2!3d-6.4446564!4d107.0338246!16s%2Fg%2F11g5_yxhfg!19sChIJwTunfTyWaS4RycGN8I9FW4U?authuser=0&hl=id&rclk=1,-6.4446564,107.0338246,https://images.unsplash.com/photo-1506744038136-46273834288b?q=80&w=2070&auto=format&fit=crop&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D
Bale Tani Linggarmukti Klapanunggal,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.3,255.0,https://www.google.com/maps/place/Bale+Tani+Linggarmukti+Klapanunggal/data=!4m7!3m6!1s0x2e69be1181416455:0xa9d626ad3f9e4023!8m2!3d-6.4724135!4d106.9922343!16s%2Fg%2F11crzv_g9b!19sChIJVWRBgRG-aS4RI0CeP60m1qk?authuser=0&hl=id&rclk=1,-6.4724135,106.9922343,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxk2mwy0y9WZKuasyPAQKOG1jrwiEfGfeLmKALHcdpfyn_mxQ-ye-A8RbJSfsLJPIAp53a_K4cIyQVMq5DDWEzBhhAKtzASs-K1UKakm1tKoE7X0-9dfvSG-YaOfXfLvUm-xg82=w1200-h800
"Wisata Niagara Cipamingkis, Jonggol",Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.3,536.0,"https://www.google.com/maps/place/Wisata+Niagara+Cipamingkis,+Jonggol/data=!4m7!3m6!1s0x2e69bdf909fc5045:0x5ab72c4d46030326!8m2!3d-6.5219043!4d107.0515299!16s%2Fg%2F11rzwwq14m!19sChIJRVD8Cfm9aS4RJgMDRk0st1o?authuser=0&hl=id&rclk=1",-6.5219043,107.0515299,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwocozleenCrbxaWv1_qpICHSqP8BLJhLvWFFz8XjmVNNASIP7Qp6popKZwyMTkpUh--2lTwhzS08zcsDopUamp2-e4p1sFp2XEzKpRgZrCENxua7VvTlj6SZVzWp8GPjn6eGlY=w1200-h800
Gunung Karang Saat Jonggol,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.5,190.0,https://www.google.com/maps/place/Gunung+Karang+Saat+Jonggol/data=!4m7!3m6!1s0x2e69bf713f180711:0xd10a7f5a5771021!8m2!3d-6.5123107!4d106.9981667!16s%2Fg%2F11t1ldcj9r!19sChIJEQcYP3G_aS4RIRB3pfWnEA0?authuser=0&hl=id&rclk=1,-6.5123107,106.9981667,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyhtsn6haDGosHORnaSzjd6yLJUKWLbbK7NKgjAh_P4e2igKhHskiXl--pIooKNo_qkRMQlbrYY4xoqOLJzYjDk16v45jUzNeLeoxy4Z0YBBILXUO9KHW7414ndWoftwJ6V-2R5=w1200-h800
Wisata Kuliner Kali Cibarengkok,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.4,1154.0,https://www.google.com/maps/place/Wisata+Kuliner+Kali+Cibarengkok/data=!4m7!3m6!1s0x2e69977460d5c851:0x76a1f70de8314c60!8m2!3d-6.4319514!4d107.0398678!16s%2Fg%2F11pcmg52bx!19sChIJUcjVYHSXaS4RYEwx6A33oXY?authuser=0&hl=id&rclk=1,-6.4319514,107.0398678,https://lh3.googleusercontent.com/p/AF1QipMbLpcFVI9EMq6PGn6OmYZWCOKk24uHpXcCtu2c=w1200-h800
KATOOMBA GREENPARK,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.4,3532.0,https://www.google.com/maps/place/KATOOMBA+GREENPARK/data=!4m7!3m6!1s0x2e69eac8ee6a6ed1:0xa5d3e1faf60d2437!8m2!3d-6.4365518!4d106.9023796!16s%2Fg%2F11b7vzqwmj!19sChIJ0W5q7sjqaS4RNyQN9vrh06U?authuser=0&hl=id&rclk=1,-6.4365518,106.9023796,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwuKzjhRuTKN052qntG0coF2zs2ostbntN5kk7cJRQuSqZx83TYzf3EOwnpqcjb4XoDsfUf2o4UUusoEjoL_IhatnQivNg1UU8kgU-Tyb4kiN7kdd1dsXERcNwinwOLcrDcJvCDxw=w1200-h800
Gua Stone,Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.6,160.0,https://www.google.com/maps/place/Gua+Stone/data=!4m7!3m6!1s0x2e69bf5399f1c0ad:0xe319c29bac3a0b49!8m2!3d-6.4635057!4d106.9535465!16s%2Fg%2F11fmn0sxcx!19sChIJrcDxmVO_aS4RSQs6rJvCGeM?authuser=0&hl=id&rclk=1,-6.4635057,106.9535465,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxjt7Qp_5fVwWv0CnRTdwVKT19ivG1GyARvZH1SqDhorc0hYTt7DWlrleOpU6NwvhHNG3k0yAuC6E42heW4jL_xrmMdU_YXDikDMPKN56mwWHQn37HNWKH8NH-x49Xh2re9anhrTQ=w1200-h800
Taman Buah Mekarsari,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.3,27583.0,https://www.google.com/maps/place/Taman+Buah+Mekarsari/data=!4m7!3m6!1s0x2e6994366072f353:0x9e3572e06699db23!8m2!3d-6.4146557!4d106.9865573!16s%2Fg%2F11g8xk8n1n!19sChIJU_NyYDaUaS4RI9uZZuByNZ4?authuser=0&hl=id&rclk=1,-6.4146557,106.9865573,https://lh3.googleusercontent.com/p/AF1QipP6sGZdP8KaMNWwU3He3B0_zcBX50qQpiLYKBZa=w1200-h800
Wisata Goa Lalay,Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.3,255.0,https://www.google.com/maps/place/Wisata+Goa+Lalay/data=!4m7!3m6!1s0x2e69bfbb31ee08c1:0x452f0f949a1d396f!8m2!3d-6.4697934!4d106.962148!16s%2Fg%2F11jdtqmd65!19sChIJwQjuMbu_aS4RbzkdmpQPL0U?authuser=0&hl=id&rclk=1,-6.4697934,106.962148,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1FtC4nyf9_VIgtg4n6Jfd6sAWxKnE1PG7GAJARJv5KGJKqsXnEGu2MlHVjnnHF5LneSai6wliUsqeeiRe7e3nezPcsD7DvrT7OsA5xuFNpJw5PgGfW5CxEKbLui3tCZhTHkrW=w1200-h800
"Pemandian Sodong, Bogor",Umum,Lainnya,Klapanunggal,Kabupaten Bogor,4.1,4017.0,"https://www.google.com/maps/place/Pemandian+Sodong,+Bogor/data=!4m7!3m6!1s0x2e69be6608b0cc41:0xf72a1022cc7ad061!8m2!3d-6.488876!4d106.9886599!16s%2Fg%2F11bwn3sp9j!19sChIJQcywCGa-aS4RYdB6zCIQKvc?authuser=0&hl=id&rclk=1",-6.488876,106.9886599,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzpHekpGbPeANVxqyvHy4sxrptto1BXKWr3kyJpIfwgCL0EsNj7asgfe-R0e6zkhqLc6JI7fa5CMns4iwwUeegXfZucCHhDRZ64-nfwfXUqINvDKFF1TSlHgpwdGEHtFcGVl5WwUw=w1200-h800
"Goa Tawanan, Bogor Timur",Alam,Wisata Alam,Klapanunggal,Kabupaten Bogor,4.6,158.0,"https://www.google.com/maps/place/Goa+Tawanan,+Bogor+Timur/data=!4m7!3m6!1s0x2e69bf38216873f9:0x43a5393c1af2a434!8m2!3d-6.5027659!4d106.9909408!16s%2Fg%2F11h54fw42w!19sChIJ-XNoITi_aS4RNKTyGjw5pUM?authuser=0&hl=id&rclk=1",-6.5027659,106.9909408,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx9tsunbW6eiPOy4PxNsiQ44aR-GocBKYRrNvFt4SZlpP1D9Zdn1zeegM4xAqifglvo9XBfjVmZo9qfBwSk_YgzURD_u7OEEsTKih5X9d-X4-buLWX-IjzOz_h2aeYciDJuUEoO9g=w1200-h800
Puncak Lalana,Alam,Wisata Alam,Leuwiliang,Kabupaten Bogor,4.5,332.0,https://www.google.com/maps/place/Puncak+Lalana/data=!4m7!3m6!1s0x2e69db7c3a661189:0xbb8cb001102d0de7!8m2!3d-6.5531639!4d106.6834097!16s%2Fg%2F11c54z_8fg!19sChIJiRFmOnzbaS4R5w0tEAGwjLs?authuser=0&hl=id&rclk=1,-6.5531639,106.6834097,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxqxS5V0ILEftrbl1nQTkeARIFaHx5cSWWEf-ZUbGRNu8UpWWoS28k-0fD_vQyOoGdjhyCldYTbX0WvzEINfLa7qkeeEjQfX_fIOIt4smWY0BeS_XZ5nOo5qVSzmcf_cj7uf0hfRg=w1200-h800
Panorama Pabangbon Parking Lot,Umum,Lainnya,Leuwiliang,Kabupaten Bogor,4.3,937.0,https://www.google.com/maps/place/Panorama+Pabangbon+Parking+Lot/data=!4m7!3m6!1s0x2e69d9c9b7cd862d:0x545c297fcff9a495!8m2!3d-6.6166935!4d106.5911744!16s%2Fg%2F11ggr4mv_k!19sChIJLYbNt8nZaS4RlaT5z38pXFQ?authuser=0&hl=id&rclk=1,-6.6166935,106.5911744,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy3KmGthsRwKzNZ71qodAwYEc-xPJ-6ZY2171UyxhuEwuqwGc5U6LdkWwwJMC6Hgg1HK5KKL80bC364ZEOYpyfRfyWOQ5oCTCNw3t78DnuSVNDXgn0RoiSLjCYvj_-0PhLOClb_=w1200-h800
